,accy_calc_time,ROUGE_L,Bleu_1,train_loss,Bleu_2,Bleu_4,train_word_accy,train_time,Bleu_3,test_loss,epoch,CIDEr,test_word_accy
0,6.416666666666667,0.49350203002066234,0.6623251781203932,4.202764490380923,0.44675573600188395,0.19480003986698788,0.049537335896457396,67.7,0.2956232612149965,6.322812743186951,0,0.5760536736382789,0.1697888340551247
1,7.133333333333334,0.5037123816631106,0.6694593798335298,3.5328358865268235,0.45726060033677585,0.20763189525107822,0.03132783141396237,69.63333333333334,0.30752412751734065,6.444050960540771,1,0.6252402852689988,0.17117722114028608
2,7.1,0.4991610118546031,0.6696415065799299,3.3282077051534764,0.46104563236587437,0.21450076995109202,0.02904096243168668,70.03333333333333,0.31447678200009554,6.672112345695496,2,0.6512070075879698,0.169933652473335
3,5.15,0.5038510768250732,0.667575679929707,3.2112237380230626,0.45623280259691446,0.21337928408906062,0.038366466110530566,69.88333333333334,0.31064943698949193,6.637555179595947,3,0.6578876585269462,0.17012336549127702
4,7.15,0.505989889383899,0.6766151685393134,3.1293006266310273,0.4665284244517866,0.22027488609810797,0.04632837827716692,70.13333333333334,0.3188351865508995,6.775747137069702,4,0.6714968472925404,0.1708036537333445
5,5.05,0.5118642111024119,0.6824071514146036,3.0649212985994114,0.47105720739786955,0.22358591954218657,0.05200773098134602,69.4,0.3236742245283338,6.782585806846619,5,0.6997114456630495,0.17148854000503735
6,7.083333333333333,0.50851932814219,0.67476275920752,3.011716903360776,0.4660819387731849,0.21975169466707736,0.056695299710756916,69.33333333333333,0.3197591493604302,6.948387727737427,6,0.6866692774654719,0.17229037136615694
7,7.1,0.5097664748136936,0.6829414519906196,2.96670797233127,0.47656130755535614,0.2262184270586307,0.05924386056890417,69.6,0.3292374407216672,6.953175029754639,7,0.6986924118204719,0.17165232589405754
8,6.966666666666667,0.5057168805120367,0.6741867109022086,2.9270731773612146,0.4632149414950008,0.21787039825833748,0.05758989658341269,69.2,0.3171744691192159,6.91039749622345,8,0.6785695873373464,0.17201684761633076
9,7.1,0.5226815066506378,0.698632647824321,2.8176208907065936,0.4910538178988337,0.23787026515813492,0.06070077547580071,69.93333333333334,0.3407504407423957,6.982942571640015,9,0.7365626483544104,0.17653603034134008
10,7.15,0.5241147287469096,0.7020162346163786,2.7554840964757545,0.49701342313806995,0.2427284186076414,0.055424437176711715,70.26666666666667,0.34753505817419544,6.968511753082275,10,0.7529751948299032,0.18288455065634465
11,7.15,0.5217376631272413,0.6920604602471911,2.7036506051209157,0.4903770303581827,0.2438695808909612,0.044690314933764165,70.41666666666667,0.34513173613276965,7.140356407165528,11,0.7688440466204652,0.1792726967330142
12,7.233333333333333,0.5254834823897979,0.696702131549108,2.6579773734337655,0.494478288632243,0.24594741400313372,0.036285859663013384,70.36666666666666,0.3480006442511689,7.073807940483094,12,0.7754575471269922,0.1830879386849536
13,5.133333333333334,0.5190697801224694,0.7002051841951565,2.6163116987048265,0.4996397585380408,0.2449888483410685,0.02921497786987271,70.26666666666667,0.35029490752128234,7.07819137096405,13,0.77754190595319,0.18298036972867499
14,7.183333333333334,0.5189241170456609,0.6991405590039171,2.578039835852432,0.49689637843224543,0.24513488782593415,0.025985067068016704,70.15,0.34943390388728857,7.187896518707276,14,0.7737957816608456,0.1800506617906091
15,7.716666666666667,0.5234168980969474,0.6996853882383474,2.5426934776533416,0.4989108457556467,0.24602918636630397,0.026550357184890884,70.41666666666667,0.3501976403326468,7.273812456130981,15,0.7729318790039084,0.18338166518597984
16,7.016666666666667,0.5259855169322387,0.6994246217761227,2.4520567731318597,0.498553531025134,0.25006827177533597,0.037460872532131186,70.61666666666666,0.3524854906871635,7.700737195014954,16,0.7892569858566004,0.1805126310131685
17,7.183333333333334,0.5248744577920009,0.6967187642811317,2.4295334236240977,0.4977749019958545,0.24939032351000748,0.04112396437780639,70.4,0.3519854793794582,7.725379371643067,17,0.7924441461016403,0.18095318147432127
18,7.233333333333333,0.5165553963096352,0.6862258400102081,2.4137909022034107,0.4851932560292786,0.24174676947137277,0.043749353572027236,70.33333333333333,0.34144546683515165,7.808384556770324,18,0.7701159778076453,0.18027941966684577
19,5.15,0.5283019075291512,0.7019593345656063,2.399462113628741,0.5040046038114789,0.257183485023955,0.04607738589877562,72.11666666666666,0.3593937534397834,7.869984931945801,19,0.8051968903589761,0.18140376751357512
20,7.216666666666667,0.5260070738561652,0.6994155046997692,2.3867143117950116,0.4989285286222856,0.2526336105419003,0.04836544371410467,70.06666666666666,0.3535823199762548,7.873361768722535,20,0.7961418117787907,0.18032924153869342
21,5.383333333333334,0.5240355874961544,0.699535469065188,2.374318560665935,0.49802137678631614,0.24816185749794473,0.050242313897101744,70.6,0.35142294370660326,7.792360525131226,21,0.793012596756135,0.18588377439546241
22,7.25,0.5261381841244078,0.6981790786983316,2.3625419420787748,0.49937652640645763,0.25339754603343095,0.0520228886027764,69.96666666666667,0.35487221396740887,7.927816424369812,22,0.8014775443943548,0.18308369156367543
23,7.15,0.521403121519109,0.6960844097048858,2.351659163161915,0.4963949608468178,0.24843098853187712,0.05383080646867841,70.28333333333333,0.3509191894732896,7.978352575302124,23,0.7869564518467156,0.1814862181536701
24,7.116666666666666,0.5267709592872374,0.7004624426552555,2.303795530221574,0.5023214331890186,0.2549859078889848,0.059624732958375386,70.01666666666667,0.35710460764198304,8.020312991142273,24,0.8098355758941133,0.18184109276029503
25,5.116666666666666,0.5256520773216428,0.698231769691643,2.291077893809313,0.5001865819245527,0.2538314281245779,0.059627110624482116,70.31666666666666,0.3558967487420453,8.042772717475891,25,0.8045317156570357,0.18174176193678548
26,7.1,0.5239425821071542,0.6967302201344626,2.2826979008798354,0.4995135786600407,0.25362846100704683,0.059729350267071345,69.91666666666667,0.35488839727012444,8.123354783058167,26,0.7977601683744999,0.18437861489714832
27,6.916666666666667,0.522642720544803,0.696812617183179,2.2754920164463486,0.49720962894148346,0.2500277306683289,0.05975461296945531,69.2,0.35191878417630507,8.169235725402832,27,0.7957352533637598,0.1819081983720735
28,6.966666666666667,0.5226135372388542,0.6960724741755382,2.2689867509958077,0.49708743429799584,0.24976019714107353,0.060091498535952095,70.11666666666666,0.35167177530047994,8.173763661384582,28,0.7935752903029208,0.1811343564256691
29,5.05,0.5252643051545816,0.6985898402309078,2.262324610539274,0.49991159322572065,0.2527840458401243,0.06075605621278209,70.2,0.3548387569148106,8.185121378898621,29,0.7989166783009667,0.18209653269628706
