,Bleu_3,accy_calc_time,epoch,train_time,CIDEr,ROUGE_L,train_loss,Bleu_4,test_loss,Bleu_2,train_word_accy,test_word_accy,Bleu_1
0,0.28232632238888533,5.833333333333333,0,67.51666666666667,0.5608707083700383,0.4838927790565879,4.184531747505713,0.18717532497626121,7.003647155761719,0.42896885415154185,0.050401914734515746,0.1616667787717764,0.6444790616695566
1,0.29945823617973755,6.466666666666667,1,65.88333333333334,0.6181300926251614,0.4959997163990428,3.501407269976987,0.2014275399535898,6.920156669616699,0.4465509807118508,0.02948662622256619,0.1643607911615568,0.658829723498109
2,0.30833177054289934,6.033333333333333,2,66.88333333333334,0.6392166684262054,0.5032745075827562,3.2995115180827828,0.20943741957043735,6.890411162376404,0.45629799431610124,0.03035521737217964,0.16815184010471732,0.6703013444598857
3,0.3149093497777879,6.683333333333334,3,66.81666666666666,0.6561900909768962,0.5049693158728804,3.180339921183641,0.21495104374699528,6.90442183971405,0.46268864984487895,0.04032818925271143,0.16691337258200167,0.6704937701891893
4,0.3259027020272175,6.066666666666666,4,67.36666666666666,0.6858004773990476,0.5088162920169167,3.0959375358111862,0.22518279495481378,6.867816891670227,0.4728562063957504,0.04810761554565654,0.1696431574345004,0.6797794527159864
5,0.31764442231338136,6.616666666666666,5,67.51666666666667,0.6652108832476396,0.5070880440800704,3.0304268306057116,0.21615637909893598,6.88152015209198,0.4669730262224486,0.05420855817138455,0.16832995085624192,0.6813770577966197
6,0.3170801025357677,6.066666666666666,6,66.88333333333334,0.6774063766503454,0.5062354711947864,2.9781649572493647,0.21668471957298951,6.854899168014526,0.4661677674431568,0.0582242876215136,0.16895514361103176,0.6826379592443723
7,0.32061577176711226,6.55,7,66.68333333333334,0.6832391202632824,0.5056854475150215,2.933600035791153,0.21974892560500367,6.879939255714416,0.4685388955614,0.06007648951865339,0.1735847790342606,0.677477780267371
8,0.32793551312574554,6.516666666666667,8,66.93333333333334,0.7018754571863457,0.5152361193787673,2.8833705182635248,0.22757139854905561,6.958177666664124,0.4760670685529713,0.05948445065807854,0.17369739563192493,0.6851827881432593
9,0.33745060012320516,6.633333333333334,9,67.86666666666666,0.7425977191244246,0.5179886739990308,2.7800202253952766,0.23447077140877431,6.894488453865051,0.4865341032643622,0.058665047476047984,0.17899697071693033,0.6938116861184994
10,0.34124817314792005,6.116666666666666,10,67.81666666666666,0.7629531545456834,0.518470616661229,2.7122694852598346,0.2405175413687162,6.905619926452637,0.4865884456981271,0.047672948460520635,0.17863658426364504,0.6870269674479997
11,0.35039596161905145,6.65,11,68.11666666666666,0.7710083689976195,0.5215989485398688,2.6541827480454203,0.24353671735397298,6.87683988571167,0.5015346619006175,0.03541830874232162,0.18345414487293765,0.7063285406996358
12,0.3520157539676167,6.233333333333333,12,68.3,0.7806508885104395,0.5245491027601086,2.6016316084554525,0.2481012321382273,6.890401244163513,0.49954371140863196,0.02766265911044378,0.18216969554326445,0.6977729273796623
13,0.35245326096332985,6.7,13,68.51666666666667,0.7783184165445657,0.5220351416590345,2.5528640732340127,0.2507930936337062,6.902637004852295,0.49666557044745085,0.025460643087351888,0.18226202902454627,0.6934894473860711
14,0.34673864010153427,6.683333333333334,14,67.11666666666666,0.7734373287534633,0.5195505820943845,2.5070237166462803,0.24205802058796383,6.8948221778869625,0.49603357686820454,0.028941546267599188,0.18021800836426544,0.6997321016166153
15,0.35382079963465235,6.65,15,67.03333333333333,0.7962035113958815,0.5246599246299875,2.46422241466401,0.25079929836250753,6.876081562042236,0.5000837686426847,0.033951288754471495,0.1786732879240345,0.7013085424906536
16,0.3561176096333788,6.583333333333333,16,67.68333333333334,0.8094018719185541,0.5278311456946629,2.374439326094403,0.2529423347612098,6.798649463653565,0.5027536180110078,0.04906863846516898,0.18318040239077363,0.7017012051734145
17,0.3540561527786444,6.733333333333333,17,68.0,0.7981355048350686,0.5260713643920304,2.344132097653341,0.25033203101517026,6.79375235080719,0.5008939606626548,0.05420484306809279,0.18071159480954374,0.6997456401998152
18,0.3503279224313795,6.083333333333333,18,67.06666666666666,0.7882105572563137,0.5226008899020289,2.3206908579748076,0.2470171246816079,6.8071378803253175,0.4970007279818588,0.05729239111180856,0.17857684210526314,0.6967428204422297
19,0.35540186676484037,6.566666666666666,19,66.71666666666667,0.7983875439721323,0.5258619851645168,2.29936304980427,0.25308017447200193,6.784587302207947,0.5013353895175174,0.05940167815673813,0.1810769463544206,0.6997379396892057
20,0.34663361793688113,6.533333333333333,20,66.68333333333334,0.7846828857518889,0.5203635234462153,2.2797992214731484,0.24373948595456138,6.7956610202789305,0.4934849224696392,0.05983173851379225,0.17904640515202844,0.6949741628201936
21,0.3484805557460166,6.516666666666667,21,66.71666666666667,0.7820655128312101,0.5190821791619402,2.261424517273798,0.24491688956217192,6.800498919487,0.49557573652483144,0.059899056185438934,0.18023772401884358,0.6961774718768373
22,0.3428579325911597,6.083333333333333,22,67.01666666666667,0.7742528929734517,0.5160376821217822,2.2435227150635075,0.24021807899371259,6.772596516609192,0.4889711585314766,0.05868451461729681,0.17942266727050102,0.690642161122706
