,Bleu_3,accy_calc_time,epoch,train_time,ROUGE_L,Bleu_2,train_word_accy,train_loss,Bleu_4,CIDEr,test_word_accy,test_loss,Bleu_1
0,0.28680373062779074,5.75,0,64.36666666666666,0.4890408135836431,0.43816915239325854,0.049060762446190447,4.272949071763788,0.1872560115869766,0.5444686638935303,0.1673328854551562,7.439176182746888,0.6565359232038276
1,0.30357017055862,6.383333333333334,1,65.73333333333333,0.49724261679274184,0.45171009154730907,0.03877809955525755,3.5855602105949584,0.2031769438563867,0.609634579537107,0.16689875010485697,7.599693474769592,0.656459139746036
2,0.30897953079661805,5.966666666666667,2,66.25,0.5016016992026271,0.4586808522206234,0.025984175443226683,3.3760834186348574,0.20809856979513097,0.6365764952697663,0.16798362608418474,7.68015260219574,0.6745522388059576
3,0.3063870612535169,6.466666666666667,3,66.55,0.49433891400078445,0.45310736137913776,0.032635696376793505,3.25772554792352,0.20715670499014746,0.6374040098562627,0.16672547932315035,7.7923946285247805,0.6595006178672557
4,0.313100069514396,6.016666666666667,4,67.45,0.5044010440750865,0.46485398858753924,0.03965114882882112,3.174826195254751,0.21073039241598404,0.661059226033056,0.17208413001912046,7.844250593185425,0.6766178311124075
5,0.31183856749640937,6.516666666666667,5,66.6,0.49846032020826353,0.4601246472154314,0.045910354854778096,3.109442217625671,0.21178720729304124,0.6568670187491656,0.17050010904759508,7.832564015388488,0.6729930605589346
6,0.3230078011551462,5.966666666666667,6,66.76666666666667,0.5092544776690788,0.47339234367332234,0.05054962724139612,3.0574962739279496,0.22093890445262965,0.6806032771180369,0.1746122339354059,8.069629874229431,0.6853924088915643
7,0.32692474861821214,6.483333333333333,7,66.85,0.510136957547577,0.4761868736710783,0.05485766101852083,3.014624851736892,0.22437541142186326,0.6982089749817334,0.1709239084678981,8.290455412864684,0.68631412011251
8,0.32471145867375284,6.1,8,67.85,0.5089843691124033,0.4709594925470775,0.05357045202999188,2.9636215866927227,0.22597260838628613,0.6855457304499208,0.17520265601563947,8.082726364135743,0.6826554323389817
9,0.3373561443221634,6.533333333333333,9,66.93333333333334,0.5139543022599372,0.48123660046219696,0.05932693027850792,2.8531469533849583,0.23696344298666353,0.7372948281738636,0.17314451975310718,8.128781895637513,0.6808760973843664
10,0.35150465480475757,6.1,10,67.93333333333334,0.5265615128078583,0.4993903385959605,0.059003716292124815,2.7919740643210886,0.24775895145556728,0.7495468764686961,0.17904487028895527,8.29423233985901,0.7013172541743841
11,0.34211486876558916,6.633333333333334,11,67.93333333333334,0.5222466951789414,0.4900237708360063,0.05372232545255902,2.741492923654925,0.23813163724122857,0.7579676952490787,0.1758957654723127,8.134588289260865,0.6919466764061233
12,0.3589181646770354,6.366666666666666,12,73.26666666666667,0.5263979464257356,0.5077504300408696,0.04584541484923814,2.6974674452750533,0.25434337527406536,0.7863636666685696,0.18676186476270473,8.1923695230484,0.7095514730845994
13,0.3559985609638085,6.633333333333334,13,72.88333333333334,0.5252164738231131,0.5039415238765492,0.03773103484350796,2.6572916714995705,0.25176684470763555,0.7888306118501844,0.1837155847860007,8.282335538864135,0.7027824463118449
14,0.3481506862994036,6.033333333333333,14,66.83333333333333,0.5244207009358214,0.4942752459524865,0.03129870500415497,2.6211332245832613,0.24644654762136894,0.7709643568924803,0.17886343330130314,8.429143495559693,0.698435700219212
15,0.3555938645518736,6.583333333333333,15,66.95,0.5318981585038361,0.5011301173049412,0.026494927843777827,2.5872263573800582,0.2540414124882099,0.7986589847148013,0.1808707969377087,8.45175271987915,0.7026802984249664
16,0.3549882591679068,6.15,16,68.01666666666667,0.5292703922177994,0.5023478073770419,0.028698429908186423,2.5083089585022282,0.2512410239008904,0.7982896719668892,0.18099418633873374,8.689568719863892,0.7017604860551808
17,0.35222363028501674,6.633333333333334,17,66.91666666666667,0.5250804473061246,0.4984457122581745,0.031323521894143926,2.486449380943655,0.25128646061503346,0.7982240502058062,0.18047671186726186,8.774041028022767,0.6995002120871089
18,0.35890971732528254,6.066666666666666,18,66.78333333333333,0.5303029043461666,0.5053920663570292,0.033335473232829385,2.4698769246595473,0.2552764800117561,0.8068577625347558,0.18133324386888985,8.797213163375854,0.7047252787693538
19,0.3588177667301318,6.683333333333334,19,67.76666666666667,0.5306286145761959,0.5056650940583594,0.035855502097695925,2.455783593160119,0.25474799079728727,0.8106130220649986,0.18308745605329116,8.849751024246215,0.7057340427503994
20,0.3552076397292758,6.1,20,67.66666666666667,0.5267791168080667,0.5009573930073321,0.03766847250407473,2.4431502931641984,0.25283133748694503,0.7953175278265053,0.18351063829787234,8.879410181045532,0.7010702378101442
21,0.35367030393942456,6.583333333333333,21,66.81666666666666,0.5244079929359231,0.5002420212829669,0.03946242158159972,2.431321184085937,0.25021601299996554,0.7987622832140105,0.18567224417724712,8.838514499664306,0.6991987001956963
22,0.3537490720075506,6.083333333333333,22,66.71666666666667,0.5264341916004787,0.5011551096769955,0.041347316387706994,2.419494242659735,0.25084490678784344,0.7918058093052807,0.18195883223462936,8.90051034927368,0.7023655036891346
23,0.35517103713916487,6.55,23,68.85,0.527967679702053,0.5025814184406225,0.04316637956348428,2.4088833680325448,0.25173683923432355,0.8019315316908172,0.18121110176619007,8.905012593269348,0.7025942567629907
24,0.3554091375664524,6.083333333333333,24,66.73333333333333,0.5261905313354921,0.5034102268309127,0.0513332168276941,2.362570713077724,0.251140839860289,0.8020093654645113,0.18319866960071224,9.009915475845338,0.7026443903518348
25,0.3558357095160722,6.483333333333333,25,66.53333333333333,0.5247782365824567,0.5027572878720103,0.053465686117164256,2.350769911102773,0.25229871864363895,0.8031186005275144,0.17948890270333842,9.141149606704712,0.7003373831603271
26,0.35604147861516544,6.083333333333333,26,66.66666666666667,0.5250685862261686,0.503197975329403,0.0543393298072545,2.3430158033480395,0.25247653118737207,0.8037663327465403,0.18041288854685983,9.048502597808838,0.7019906538617084
27,0.35447173934814974,6.55,27,66.55,0.5260861021934774,0.5008471774268147,0.055331410990286045,2.336384003076107,0.25151653597798024,0.8003701527380616,0.17769595480681932,9.106248331069946,0.7002017978352468
