,test_loss,Bleu_3,ROUGE_L,train_word_accy,accy_calc_time,Bleu_4,CIDEr,train_time,Bleu_2,epoch,test_word_accy,train_loss,Bleu_1
0,6.387213721275329,0.30233206766362997,0.4950317959704953,0.046743281012790655,5.6,0.20285392269766614,0.5604691531150658,63.78333333333333,0.45213898343745174,0,0.17465741950614802,4.309902234195295,0.6668855813893326
1,6.416258401870728,0.3060499184391596,0.5006841311917162,0.047860486874688676,5.766666666666667,0.20394084470044904,0.6125826025821363,67.76666666666667,0.4581075487092394,1,0.1672145444787334,3.6311039950925483,0.6709463465243688
2,6.530761947631836,0.30939067054104097,0.4995244819143005,0.026862871673793722,6.316666666666666,0.20770338559577212,0.6252560279222358,65.78333333333333,0.4593210001772749,2,0.16700471026032152,3.4244045009680377,0.6739790752615467
3,6.6709768056869505,0.3154025093886729,0.5064148566223612,0.02744406243275663,5.933333333333334,0.21678118211613492,0.6510058226219306,66.4,0.4617858039029591,3,0.17141992840697107,3.3040996533206157,0.6705670235861083
4,6.781121068000793,0.3200062698059669,0.5070129487164717,0.033033509637275145,6.35,0.22069069308371952,0.6670559703968062,66.08333333333333,0.46612476763758254,4,0.1684065193965517,3.221062297854714,0.6709669155321207
5,6.747530393600464,0.32409045094587535,0.508908736309518,0.038587291850192766,5.933333333333334,0.22406985345877256,0.6631682295848593,66.86666666666666,0.4704888409711875,5,0.17516912591697303,3.158461230051591,0.6788083213989471
6,6.781736288070679,0.3296980937109709,0.5113902219909158,0.04343936535336279,6.333333333333333,0.22870959372864402,0.6821136915648166,66.08333333333333,0.47764265631232766,6,0.17565747381890426,3.107444203541748,0.6863173216884876
7,6.757152862548828,0.3171611984148987,0.5071977095033109,0.0475556998006327,5.9,0.21843459500470122,0.6640320830167048,66.43333333333334,0.4637011820275371,7,0.1736699850588413,3.065186357140436,0.6744601638123479
8,6.773588137626648,0.33464357420445723,0.517838444782953,0.047312286232956594,6.316666666666666,0.23315574184276577,0.6915170729825632,66.11666666666666,0.4837990342253792,8,0.18303338440041078,2.999375886550964,0.6942910112574169
9,6.653805427551269,0.3391959189021524,0.5153608889816053,0.05530570247550707,6.016666666666667,0.23564129406540438,0.7198824371776116,67.35,0.48756527129988575,9,0.18193871043533716,2.890146255282733,0.693312017053011
10,6.893365688323975,0.3549447838684215,0.5288749252052882,0.059456810289587846,6.5,0.25172986787533425,0.7638922730102036,67.4,0.5025570249665552,10,0.18583579881656806,2.8277195576325203,0.7042567248702085
11,6.775155153274536,0.3469006079765969,0.5257613633043242,0.06010026617972065,6.083333333333333,0.24357788842038258,0.7619514236618944,67.63333333333334,0.4947888320656092,11,0.18245779401121004,2.776510463493226,0.6974325459807544
12,6.814524636268616,0.3564048895154865,0.5317735723598451,0.05558151174388732,6.4,0.2505914078354765,0.7730838979579632,66.55,0.5079143271974117,12,0.18983517405753803,2.7322134151989026,0.712296671851881
13,6.920759210586548,0.3543935883221571,0.5277410353068415,0.04912302757736034,6.033333333333333,0.25123415854593667,0.776549784288928,66.88333333333334,0.5001244847935947,13,0.18538910897737193,2.692738179390344,0.6968117436870187
14,6.950509519577026,0.3548951887198743,0.5293995789849714,0.04106794062016665,6.466666666666667,0.24983898764699158,0.7865611091657545,67.4,0.5047517838016818,14,0.1872783799680699,2.6570343396775193,0.7086220389776345
15,7.163915524482727,0.3643739999058332,0.5312852930147588,0.03485420745850081,5.333333333333333,0.25972376668270436,0.8045182693301522,67.36666666666666,0.5115652881991004,15,0.18850412960077734,2.624389996175101,0.7081372142937699
16,7.177163228988648,0.36074698889409695,0.5312871168596486,0.02643162248368624,6.016666666666667,0.2570844080836852,0.8069072896984145,67.48333333333333,0.5076626426068134,16,0.1831708137188971,2.5547112949317468,0.7078578717877223
17,7.230968494415283,0.3588831879725702,0.528139847427588,0.025675673265878947,6.5,0.25507066981903587,0.8016824807843593,67.46666666666667,0.506814039802486,17,0.182298858316775,2.5340627640196423,0.7054934823091117
18,7.248981919288635,0.36439866489050304,0.532841305352614,0.027162754811504576,5.983333333333333,0.26021502339796365,0.810872801028729,66.43333333333334,0.5114366564147325,18,0.18505236219146715,2.5186006011735627,0.7108190469068274
19,7.292365069389343,0.35759569857205686,0.530008837029486,0.027796700037210475,6.483333333333333,0.2536455079987168,0.7955134916914184,67.03333333333333,0.5047916097923624,19,0.18342450582273384,2.504581099154143,0.7046786345456106
20,7.272379951477051,0.3554599191705767,0.5279875318570701,0.028529764218740525,6.033333333333333,0.2519588768623311,0.793373094017593,66.63333333333334,0.5038182271560931,20,0.18306024703806403,2.4916599675394853,0.7041629927020862
21,7.314189038276672,0.35907680539332104,0.529742806971103,0.030420305981851276,6.416666666666667,0.2536770251583601,0.7954325231551985,66.1,0.5083826982756204,21,0.18213860123193634,2.479211116510477,0.710360950065444
