,ROUGE_L,Bleu_1,train_time,CIDEr,epoch,train_word_accy,test_loss,Bleu_3,train_loss,Bleu_4,accy_calc_time,Bleu_2,test_word_accy
0,0.4852108268718086,0.6542011789457599,63.8,0.5373325273731075,0,0.048951984221807715,8.206961650848388,0.2824204312849515,4.366379134337247,0.18451648086708208,6.216666666666667,0.43331054212634124,0.16327968988605662
1,0.4970628330539896,0.6714133007558856,65.6,0.6090294821049256,1,0.035699021947047,8.151594867706299,0.30511723655000744,3.5807950618723696,0.20423297743776092,5.9,0.4557822289088639,0.16902827211067087
2,0.4937581043578379,0.6611961057023522,66.05,0.6179834115692334,2,0.02796863501755312,8.169752378463745,0.30072445608701864,3.35612227037115,0.2012108555463804,6.483333333333333,0.44845181358188874,0.16887322280876327
3,0.4970559761221088,0.6563826105960869,66.6,0.6352620371931812,3,0.03689840589375874,8.146268739700318,0.3029097768054416,3.2257199590435515,0.20546614347174402,6.1,0.44889147480576425,0.16649527117015359
4,0.4990679937743269,0.6633403650371336,67.23333333333333,0.6451524875259084,4,0.04504473578779806,8.156741094589233,0.30611884316085086,3.1348260988309544,0.20783100218973422,6.633333333333334,0.45266254589403704,0.16576803560930545
5,0.5030149136291442,0.6681193368560464,66.38333333333334,0.6562253694962742,5,0.05159416568290732,8.16821807861328,0.31164548537308406,3.064268232338847,0.2136420075112233,6.033333333333333,0.4585476121491034,0.16546835272525215
6,0.5066462859156606,0.6773565668736551,66.45,0.6739722632831304,6,0.0560860227709083,8.16209485054016,0.31463123923663,3.008293526423051,0.21350017742314523,6.516666666666667,0.4640143268080152,0.17119061267154467
7,0.505138084133204,0.6747315282239436,67.51666666666667,0.684547162735534,7,0.05959263446593458,8.175934658050537,0.3181684302466965,2.9602122374161723,0.21882092989236937,6.133333333333334,0.4661600019979846,0.16936333974734377
8,0.518354399863057,0.6829428269503939,66.33333333333333,0.7115023146802995,8,0.058142555349094883,8.177110834121704,0.32876866039276026,2.907055553144201,0.2282792455128862,6.516666666666667,0.47528922078362007,0.17386767205830375
9,0.5211743373003088,0.6889010989010863,67.85,0.7363974107900755,9,0.05981435183038681,8.180714359283447,0.33557262242960273,2.797730703745284,0.23351536247896934,6.066666666666666,0.4832801414744425,0.18039822934374633
10,0.5228145928208476,0.6970567520480281,67.55,0.763363038839353,10,0.05018851920143706,8.158569202423095,0.3474348990138583,2.727976921166557,0.24537360538005631,6.683333333333334,0.4945826956173444,0.18439597033249802
11,0.5240346962714563,0.7042084992614897,67.66666666666667,0.7797052710664919,11,0.037768631688820574,8.179281969070434,0.35126389362801974,2.6677526567009626,0.2462449964725853,6.166666666666667,0.50193810110091,0.18310096315754024
12,0.5287075112587305,0.7107837625098259,70.16666666666667,0.7878940810867119,12,0.027703079434258128,8.16383147239685,0.3545703549506705,2.6129192006556416,0.24839840403631336,6.866666666666666,0.5051227571811839,0.18257073293594156
13,0.5220448459987157,0.69766490667062,69.76666666666667,0.7880728111846874,13,0.02520088306519204,8.161049699783325,0.35307263949044293,2.5616933899649665,0.24869290168266256,6.05,0.49861664144280377,0.18273983657823062
14,0.5248132228582032,0.7036376342503917,67.53333333333333,0.7981792805654983,14,0.0287547508740895,8.143544769287109,0.353230572923065,2.5133838847161183,0.2501801371642275,6.616666666666666,0.5018048476207434,0.18077356617708912
15,0.5270833963700858,0.70260049923623,67.95,0.7974736084608121,15,0.03359671929630594,8.147054443359375,0.3556362206682523,2.4676756703106575,0.253098851369242,6.183333333333334,0.5026043781799807,0.1797443262947471
16,0.5275494347071379,0.7024246877295978,66.46666666666667,0.8097523278742292,16,0.04923641252982485,8.143712177276612,0.3557434718204758,2.375357508764578,0.25299494419335,6.666666666666667,0.5028307760040529,0.18320751862001716
17,0.5268212101431744,0.7023686540731866,67.58333333333333,0.8049598130883071,17,0.05452449055531581,8.133024120330811,0.3546397678525378,2.343788188743255,0.25187575208837604,6.15,0.50195139207101,0.1813257065948856
18,0.5245972072939252,0.699716818064788,66.53333333333333,0.7972431891912182,18,0.05786808351789967,8.122634201049804,0.35353522462025466,2.318793464527652,0.250973658002501,6.666666666666667,0.4995383410595678,0.1788574120180338
19,0.5255629739230718,0.6998625492531715,66.4,0.796752402364537,19,0.05963885035088408,8.122615795135498,0.3512743601818445,2.2960632604934004,0.24780482744825258,6.05,0.4992473649318945,0.18014995722696547
20,0.5220908502829731,0.6977791668198571,66.45,0.7853242982748146,20,0.06085160866944616,8.128751859664916,0.3502541290721295,2.2746059104392513,0.2476764427341863,6.583333333333333,0.49721122543609675,0.17684228216116293
21,0.5218774796356287,0.6961850604538049,66.45,0.7866128428043178,21,0.06021023323715674,8.107080087661743,0.34957583136697223,2.254471176089382,0.24725947164781426,6.133333333333334,0.496394093461558,0.17664358698574886
22,0.5193302534827743,0.6950532247964807,66.35,0.7873321471648691,22,0.058124574249162765,8.116893348693848,0.34593777512053986,2.2349103936450416,0.2447288435327107,6.566666666666666,0.49304686470803505,0.1772156156964325
23,0.514927828509569,0.6876528004999782,69.61666666666666,0.7648158982723019,23,0.05313816261096271,8.121956195831299,0.3394662184038133,2.216381797775797,0.23944755450654792,6.05,0.48467597904644527,0.17586328459433598
24,0.5168857187654706,0.6912025768195917,66.46666666666667,0.7751993784914262,24,0.03321064576222626,8.097352046966552,0.3415906880951025,2.1513913649957157,0.23962312139521236,6.566666666666666,0.48906739757750567,0.17502529510961215
25,0.5152919359243914,0.6887561207337447,66.65,0.766502172519161,25,0.030493419214633107,8.093985271453857,0.34014982749011957,2.132694902245386,0.23768346419130582,6.133333333333334,0.48735658148501443,0.17408601067579818
26,0.5159236650914125,0.6903446123340612,66.55,0.7660206007413342,26,0.027808142555349094,8.088736782073974,0.33982180808728024,2.1197692571439686,0.23825919140988108,6.583333333333333,0.4871508915317207,0.1785396484276624
27,0.5150740294631625,0.6886399118376217,66.55,0.7622617021377066,27,0.026179887084636592,8.085554151535034,0.3376344233619026,2.10859027276077,0.23662723563324797,6.1,0.48518118729562987,0.17571301770193096
