,train_loss,test_loss,accy_calc_time,epoch,Bleu_1,test_word_accy,Bleu_2,Bleu_4,ROUGE_L,Bleu_3,CIDEr,train_time,train_word_accy
0,3.165442306162642,6.3920101566314695,6.766666666666667,0,0.6557225307633552,0.15540065015583632,0.43881929674573433,0.19273084277101174,0.491307882372697,0.2896799555988711,0.5840614851838561,169.23333333333332,0.23116531793556763
1,2.7226016261548356,6.580767702102661,6.366666666666666,1,0.6569722579459737,0.16755256518082423,0.44726085339097094,0.20549840757826254,0.49367565609418573,0.30090139786874626,0.6240300557911539,171.06666666666666,0.09323140873150325
2,2.620100324936142,6.605123696327209,6.116666666666666,2,0.6816476590636127,0.16984841864685915,0.46699805196368827,0.21620703600780988,0.5056636579364695,0.31752710784168103,0.6641921569928781,175.7,0.07294902521633789
3,2.5674504484142457,6.712767751693725,6.15,3,0.6797017367696702,0.16777531411677754,0.4651178421256413,0.21768638703141366,0.5044217248433781,0.31706132164281176,0.6680191276630714,175.3,0.06937895955708835
4,2.5302755822675755,6.80790224647522,6.183333333333334,4,0.6631534180211043,0.16471141097292852,0.45194242481063235,0.2108366153200539,0.4970408748363064,0.30695839566389144,0.6570260362806555,175.26666666666668,0.06957526561502494
5,2.499954199599445,6.797976657867432,6.133333333333334,5,0.6764304674826598,0.16929312635597638,0.4679824244847235,0.22104935680156276,0.5071941537249322,0.32047613573851164,0.6876613564580452,176.06666666666666,0.0699504910474927
6,2.4735009440130713,6.840631146430969,6.5,6,0.6775174420773667,0.16606072847236247,0.4695006156191123,0.21960636194153932,0.4992204864255855,0.31993052237279285,0.6854096986786989,176.25,0.07130249143742994
7,2.4509215622085456,6.922314419746399,6.55,7,0.6838176733159104,0.16523198254887156,0.47306346076452516,0.2239007528844547,0.5107768919659318,0.32411460396646213,0.6977248947447048,175.53333333333333,0.07329497563486657
8,2.4621492195701817,6.923681534767151,6.166666666666667,8,0.6957784771233181,0.17355594000369517,0.49045471240254945,0.2403110028436247,0.5228898021072413,0.34287184747651617,0.7498801517499918,185.26666666666668,0.07226262273215235
9,2.3682149274697086,6.807950880050659,6.133333333333334,9,0.7006716888707333,0.1774717597346846,0.499492402041601,0.24701981305398604,0.5233436607886212,0.3513077785840964,0.7792293574122258,184.96666666666667,0.08295082629841374
10,2.2880628615846614,6.855272762298584,6.183333333333334,10,0.7087873527130221,0.17753300260657529,0.5073796001418632,0.25438173653817575,0.5324154327227961,0.3587237603250809,0.8022893490705867,185.25,0.09451341657542373
11,2.2119266248904697,6.920680767059326,6.133333333333334,11,0.7078691259616146,0.16771928645815837,0.508218988639438,0.25372951502966457,0.5272109597316443,0.3590895452185874,0.8113950873302264,192.86666666666667,0.10650695883427787
12,2.141664671860007,6.890807957649231,6.15,12,0.6958372753074613,0.16788603528600501,0.4944819003191848,0.24349941632675834,0.5214453359429774,0.3463003125800538,0.785906946539466,185.38333333333333,0.1179106912945322
13,2.075306100966977,7.097321295738221,6.233333333333333,13,0.7007712459010259,0.17173643877790049,0.5001532792600979,0.24863759400670896,0.52597528215818,0.3520642894161669,0.7976021625491958,185.31666666666666,0.12888421479360074
14,2.0104532648410305,7.21993177986145,6.25,14,0.6937561580848686,0.1689935228378696,0.4928456527381313,0.24487685871860912,0.5215850702236281,0.3466197698032835,0.7762962061571883,182.28333333333333,0.13984451252495064
15,1.9495956514085608,7.420119834899903,6.066666666666666,15,0.6923807610105276,0.1682849533056876,0.48933761794651803,0.2407828606272878,0.5191464029466464,0.3426003213062588,0.7683294476452293,184.71666666666667,0.15025215149061832
16,1.8325765402490248,7.649212993621826,6.1,16,0.6928390008587957,0.16524197348051423,0.4915946929800387,0.24324348155942221,0.5185193510981918,0.34462153546703866,0.7836976001191857,185.23333333333332,0.17226027478687195
17,1.7723039022053064,7.77605673789978,6.183333333333334,17,0.6895187870797501,0.1652039409529574,0.4859043762573576,0.23798731606025286,0.5138972093555964,0.33878173599806277,0.7630872170078205,185.46666666666667,0.18574074998722004
18,1.716265617985624,7.991345704078674,6.116666666666666,18,0.6803543113346697,0.1621063240110859,0.4765438283488776,0.23095024524869018,0.5095129398365943,0.33024648372184334,0.747711951740744,184.81666666666666,0.19554758244854434
19,1.6735900669108843,8.190070598602295,6.283333333333333,19,0.6793691782716835,0.15999596733541688,0.4767003533843432,0.227703999184767,0.5053932797372787,0.3282395879301487,0.7443734926859752,185.35,0.2044780963454083
20,1.6289844488632501,8.439209639549256,6.15,20,0.6734812342409224,0.16378209436752253,0.46976383765429697,0.22604342453895976,0.5054262902093045,0.32470895008301015,0.7264278839369799,184.98333333333332,0.21337235083414471
21,1.5978336424984991,8.652347484588622,6.1,21,0.6767752152465428,0.16260765509918595,0.4747414187254563,0.22904329641610807,0.5046441730820412,0.32809685236677266,0.7384874955577106,185.5,0.2209832600417756
22,1.5615556964502613,7.954235431671143,6.1,22,0.6453100880777146,0.15239981869155741,0.43512419455986173,0.19812224733852493,0.4842387923700254,0.29241008467564455,0.6203471606840308,185.11666666666667,0.22862403867987222
23,1.5259583357395041,9.07301425075531,6.133333333333334,23,0.6663443998540557,0.16321243523316062,0.4600361164083212,0.21697744822808468,0.4966750369117564,0.3142141881580866,0.7057675121560938,185.53333333333333,0.23550247812249975
24,1.4270446012663878,9.437563511848449,6.333333333333333,24,0.6679756707884954,0.15983716861795183,0.46275899974519435,0.22092273930418213,0.4982624311534419,0.3179088244974867,0.7189326438577969,185.06666666666666,0.258360171239513
25,1.3402677541514005,9.362061925888062,6.133333333333334,25,0.6640267992062071,0.15941080745550018,0.45670907290948404,0.21391478789531485,0.4946574693842029,0.3106793452440708,0.6980499503294237,186.13333333333333,0.28030290871783164
26,1.2717223373186726,10.07615978050232,6.133333333333334,26,0.6570157115611542,0.1564731240738246,0.4481506723461471,0.2043444487616781,0.4897518898392657,0.30092146592640173,0.6782964879141623,186.33333333333334,0.2976717596274673
27,1.2316677618220346,10.698886003494263,6.116666666666666,27,0.6535855089842,0.15712262242007285,0.44493323029230286,0.20393002650806785,0.48810277992287593,0.29972264135165966,0.6776445528033697,185.46666666666667,0.3110149246101519
28,1.201012720344283,11.14733766937256,6.3,28,0.6468789025030198,0.15362216387261832,0.4381254127114099,0.19855231825689942,0.4824729926738088,0.2934771544791488,0.6620067703493929,179.33333333333334,0.3219266287904456
29,1.2118073910045986,11.489658092498779,6.116666666666666,29,0.6453966352697657,0.15472813040339775,0.43663747711491263,0.19686495312320207,0.4830383891356935,0.2918893380660266,0.6561716040265739,183.46666666666667,0.32959371035984786
