,test_word_accy,train_time,epoch,test_loss,Bleu_2,Bleu_3,train_word_accy,ROUGE_L,Bleu_4,CIDEr,train_loss,accy_calc_time,Bleu_1
0,0.1665128454684275,69.0,0,5.546664400100708,0.44142473809956523,0.29091739568496966,0.04944965945877186,0.4888277076734228,0.19044917089535188,0.5594712177365796,4.200835574862185,6.25,0.6563914717760748
1,0.17501179324752342,65.91666666666667,1,5.620243139266968,0.4589131549940206,0.30968971286199126,0.033213766448991336,0.5031682029119211,0.20934407156166246,0.627753267074334,3.541411904876251,6.433333333333334,0.6752165917837177
2,0.17362500630538227,66.73333333333333,2,5.696227517127991,0.46148125838155335,0.31355865242288516,0.027884970891422688,0.5047021139905608,0.21465102118448984,0.6513796255082472,3.3384100151398703,6.483333333333333,0.67757884485728
3,0.17012790306294176,66.9,3,5.80415717124939,0.46648974606456134,0.31684476481246426,0.03624217004830229,0.49348246926962885,0.21394628775294042,0.6577697653075264,3.220832710232444,6.6,0.6740430277045993
4,0.17136229155459926,67.81666666666666,4,5.863200006484985,0.4700027698673959,0.31942091987050497,0.04403393048417604,0.5100584486902173,0.21655764952326462,0.6757253867061331,3.1373225719867714,6.616666666666666,0.6871559805376437
5,0.17183987114526358,67.95,5,5.910460562705993,0.47344448471950534,0.32408572155751536,0.05007513424897255,0.5118607124814852,0.22120126605021298,0.6873720236835569,3.0730000418682386,6.633333333333334,0.6838507921051519
6,0.17222847354013066,67.85,6,5.907511196136475,0.46972430788664404,0.3230436846193427,0.05471009711577213,0.49822805625882394,0.22301901517978176,0.6790863433171722,3.0214034719795437,6.216666666666667,0.6731756871155131
7,0.17202131773171264,66.73333333333333,7,5.986780433654785,0.47206736860764664,0.32421575231983907,0.0580927729649853,0.508835205291829,0.2241327571588213,0.6927576926977449,2.9774770827179764,6.533333333333333,0.6787622064363639
8,0.17137052769429661,67.83333333333333,8,5.941071786880493,0.4577757568141942,0.3099926180519539,0.05640923675729141,0.5036881911242755,0.21156020299948475,0.6561603701951468,2.921953124486548,6.583333333333333,0.6678510258372387
9,0.17483994234572453,66.98333333333333,9,5.9109818601608275,0.48574064569170683,0.33540013918142747,0.06039539398521805,0.5106767984834945,0.23284473953562249,0.7302149248203166,2.819385085396291,6.55,0.6946057776259217
10,0.17956354213988862,67.0,10,5.883757524490356,0.49088760516851393,0.34216944238598485,0.05477845501634051,0.5176451032527237,0.2381994948671297,0.7459411225862991,2.7552499805839314,6.1,0.6964944649446364
11,0.1783758278424698,68.08333333333333,11,5.982260818481445,0.500055066034034,0.35589697542076276,0.04569562188451438,0.5242807053608751,0.2539534516246608,0.783005361538547,2.7018080309020243,6.616666666666666,0.6965603806811665
